Index,1,2,3,5,6,7,8,9,9
Image,,,,,,,,,
Name,dummy,AnnualSST-FF-RCP2.6,annualphytoplankton-FF-ECS-RCP2.6,annualDOsurface-FF-ECS-RCP2.6,annualpHsurface-FF-ECS-RCP2.6,AnnualSST-FF-RCP8.5,annualphytoplankton-FF-ECS-RCP8.5,annualDOsurface-FF-ECS-RCP8.5,annualpHsurface-FF-ECS-RCP8.5
2000,1,10,0.969112,1,1,10,1.066023,1.1,1.1
February,1,10.00165153,0.9536679,1,1,10.00330306,1.049035,1.1,1.1
March,1,10.00330306,0.9536679,1,1,10.00660611,1.049035,1.1,1.1
April,1,10.00495458,0.9536679,1,1,10.00990917,1.049035,1.1,1.1
May,1,10.00660611,0.9536679,1,1,10.01321222,1.049035,1.1,1.1
June,1,10.00825764,0.9459459,1,1,10.01651528,1.04054,1.1,1.1
July,1,10.00990917,0.9343629,1,1,10.01981833,1.027799,1.1,1.1
August,1,10.01156069,0.9227799,1,1,10.02312139,1.015058,1.1,1.1
September,1,10.01321222,0.9189189,1,1,10.02642444,1.010811,1.1,1.1
October,1,10.01486375,0.9189189,1,1,10.0297275,1.010811,1.1,1.1
November,1,10.01651528,0.9189189,1,1,10.03303055,1.010811,1.1,1.1
December,1,10.0181668,0.9073359,1,1,10.03633361,0.9980695,1.1,1.1
2001,1,10.01981833,0.8918919,1,1,10.03963666,0.9810811,1.1,1.1
February,1,10.02146986,0.8880309,1,1,10.04293972,0.976834,1.1,1.1
March,1,10.02312139,0.8687259,1,1,10.04624277,0.9555985,1.1,1.1
April,1,10.02477291,0.8571429,1,1,10.04954583,0.9428572,1.1,1.1
May,1,10.02642444,0.8571429,1,1,10.05284889,0.9428572,1.1,1.1
June,1,10.02807597,0.8571429,1,1,10.05615194,0.9428572,1.1,1.1
July,1,10.0297275,0.8455598,1,1,10.059455,0.9301158,1.1,1.1
August,1,10.03137903,0.8339768,1,1,10.06275805,0.9173745,1.1,1.1
September,1,10.03303055,0.8185328,1,1,10.06606111,0.9003861,1.1,1.1
October,1,10.03468208,0.7992278,1,1,10.06936416,0.8791506,1.1,1.1
November,1,10.03633361,0.7606177,1,1,10.07266722,0.8366795,1.1,1.1
December,1,10.03798514,0.7277992,1,1,10.07597027,0.8005791,1.1,1.1
2002,1,10.03963666,1,1,1,10.07927333,1.1,1.1,1.1
February,1,10.04128819,1,1,1,10.08257638,1.1,1.1,1.1
March,1,10.04293972,1,1,1,10.08587944,1.1,1.1,1.1
April,1,10.04459125,1,1,1,10.08918249,1.1,1.1,1.1
May,1,10.04624277,1,1,1,10.09248555,1.1,1.1,1.1
June,1,10.0478943,1,1,1,10.0957886,1.1,1.1,1.1
July,1,10.04954583,1,1,1,10.09909166,1.1,1.1,1.1
August,1,10.05119736,1,1,1,10.10239472,1.1,1.1,1.1
September,1,10.05284889,1,1,1,10.10569777,1.1,1.1,1.1
October,1,10.05450041,1,1,1,10.10900083,1.1,1.1,1.1
November,1,10.05615194,1,1,1,10.11230388,1.1,1.1,1.1
December,1,10.05780347,1,1,1,10.11560694,1.1,1.1,1.1
2003,1,10.059455,1,1,1,10.11890999,1.1,1.1,1.1
February,1,10.06110652,1,1,1,10.12221305,1.1,1.1,1.1
March,1,10.06275805,1,1,1,10.1255161,1.1,1.1,1.1
April,1,10.06440958,1,1,1,10.12881916,1.1,1.1,1.1
May,1,10.06606111,1,1,1,10.13212221,1.1,1.1,1.1
June,1,10.06771263,1,1,1,10.13542527,1.1,1.1,1.1
July,1,10.06936416,1,1,1,10.13872832,1.1,1.1,1.1
August,1,10.07101569,1,1,1,10.14203138,1.1,1.1,1.1
September,1,10.07266722,1,1,1,10.14533443,1.1,1.1,1.1
October,1,10.07431874,1,1,1,10.14863749,1.1,1.1,1.1
November,1,10.07597027,1,1,1,10.15194055,1.1,1.1,1.1
December,1,10.0776218,1,1,1,10.1552436,1.1,1.1,1.1
2004,1,10.07927333,1,1,1,10.15854666,1.1,1.1,1.1
February,1,10.08092486,1,1,1,10.16184971,1.1,1.1,1.1
March,1,10.08257638,1,1,1,10.16515277,1.1,1.1,1.1
April,1,10.08422791,1,1,1,10.16845582,1.1,1.1,1.1
May,1,10.08587944,1,1,1,10.17175888,1.1,1.1,1.1
June,1,10.08753097,1,1,1,10.17506193,1.1,1.1,1.1
July,1,10.08918249,1,1,1,10.17836499,1.1,1.1,1.1
August,1,10.09083402,1,1,1,10.18166804,1.1,1.1,1.1
September,1,10.09248555,1,1,1,10.1849711,1.1,1.1,1.1
October,1,10.09413708,1,1,1,10.18827415,1.1,1.1,1.1
November,1,10.0957886,1,1,1,10.19157721,1.1,1.1,1.1
December,1,10.09744013,1,1,1,10.19488026,1.1,1.1,1.1
2005,1,10.09909166,1,1,1,10.19818332,1.1,1.1,1.1
February,1,10.10074319,1,1,1,10.20148637,1.1,1.1,1.1
March,1,10.10239472,1,1,1,10.20478943,1.1,1.1,1.1
April,1,10.10404624,1,1,1,10.20809249,1.1,1.1,1.1
May,1,10.10569777,1,1,1,10.21139554,1.1,1.1,1.1
June,1,10.1073493,1,1,1,10.2146986,1.1,1.1,1.1
July,1,10.10900083,1,1,1,10.21800165,1.1,1.1,1.1
August,1,10.11065235,1,1,1,10.22130471,1.1,1.1,1.1
September,1,10.11230388,1,1,1,10.22460776,1.1,1.1,1.1
October,1,10.11395541,1,1,1,10.22791082,1.1,1.1,1.1
November,1,10.11560694,1,1,1,10.23121387,1.1,1.1,1.1
December,1,10.11725846,1,1,1,10.23451693,1.1,1.1,1.1
2006,1,10.11890999,1,1,1,10.23781998,1.1,1.1,1.1
February,1,10.12056152,1,1,1,10.24112304,1.1,1.1,1.1
March,1,10.12221305,1,1,1,10.24442609,1.1,1.1,1.1
April,1,10.12386457,1,1,1,10.24772915,1.1,1.1,1.1
May,1,10.1255161,1,1,1,10.2510322,1.1,1.1,1.1
June,1,10.12716763,1,1,1,10.25433526,1.1,1.1,1.1
July,1,10.12881916,1,1,1,10.25763832,1.1,1.1,1.1
August,1,10.13047069,1,1,1,10.26094137,1.1,1.1,1.1
September,1,10.13212221,1,1,1,10.26424443,1.1,1.1,1.1
October,1,10.13377374,1,1,1,10.26754748,1.1,1.1,1.1
November,1,10.13542527,1,1,1,10.27085054,1.1,1.1,1.1
December,1,10.1370768,1,1,1,10.27415359,1.1,1.1,1.1
2007,1,10.13872832,1,1,1,10.27745665,1.1,1.1,1.1
February,1,10.14037985,1,1,1,10.2807597,1.1,1.1,1.1
March,1,10.14203138,1,1,1,10.28406276,1.1,1.1,1.1
April,1,10.14368291,1,1,1,10.28736581,1.1,1.1,1.1
May,1,10.14533443,1,1,1,10.29066887,1.1,1.1,1.1
June,1,10.14698596,1,1,1,10.29397192,1.1,1.1,1.1
